id,ativo,tipo,tema,subtema,titulo,autor,fonte,data_publicacao,resumo,palavras_chave,url_original,url_pdf_institucional,capa,paginas,idioma,data_inclusao
q-k-v-and-w-in-transformers-a-complete-step-by-step-nu-7a417a2,TRUE,medium,Transformers e atenção,,"Q, K, V and W in Transformers — A Complete Step-by-Step Numeric Walkthrough",Dewasheesh Rana,Medium,,"Constrói um exemplo numérico completo para explicar as matrizes Q, K, V e W nos Transformers. O passo a passo mostra como projeções, similaridades e pesos de atenção produzem novas representações dos tokens.",Vetores | Gradiente | Transformers | Atenção | Embeddings,https://medium.com/p/3288b95827ae,,covers/q-k-v-and-w-in-transformers-a-complete-step-by-step-nu-7a417a2-01.jpg,20,en,2026-07-02
stop-renting-ai-start-owning-it-by-andrew-zhu-jul-2026-340d7c2,TRUE,medium,"Modelos, mercado e indústria",Industria Estrategia e Impactos,Stop Renting AI — Start Owning It,Andrew Zhu,Medium,"Jul, 2026","Defende a execução de modelos locais como alternativa à dependência permanente de serviços de IA por assinatura. O artigo discute privacidade, custos, controle e as condições práticas para manter uma infraestrutura própria.",Claude | Anthropic | ChatGPT | Pesquisa | Indústria,https://medium.com/p/bbc80b13482e,,covers/stop-renting-ai-start-owning-it-by-andrew-zhu-jul-2026-340d7c2-1.jpg,8,en,2026-07-10
surprise-ai-doesn-t-cause-layoffs-it-s-the-opposite-me-ef96be1,TRUE,medium,"Modelos, mercado e indústria",Industria Estrategia e Impactos,Surprise! AI Doesn’t Cause Layoffs. It’s the Opposite,Autoria não identificada,Medium,,"Questiona a associação automática entre adoção de IA e demissões. O texto argumenta que empresas mais inovadoras podem ampliar atividades e contratações, embora os efeitos variem por setor, função e estratégia.",RAG | Pesquisa | Indústria,https://medium.com/p/2b848309c080,,covers/surprise-ai-doesn-t-cause-layoffs-it-s-the-opposite-me-ef96be1-01.jpg,13,en,2026-07-14
the-ai-industry-as-you-know-it-died-today-by-alberto-r-c7630d7,TRUE,medium,"Modelos, mercado e indústria",Industria Estrategia e Impactos,The AI Industry as You Know It Died Today,Alberto Romero,Medium,"Jun, 2026","Interpreta uma mudança recente como ponto de inflexão para a indústria de IA. O artigo examina como modelos, custos e estratégias empresariais estão alterando as vantagens competitivas estabelecidas.",RAG | Anthropic | ChatGPT | DeepSeek | Indústria,https://medium.com/p/59fce97a15c9,,covers/the-ai-industry-as-you-know-it-died-today-by-alberto-r-c7630d7-1.jpg,9,en,2026-07-02
the-ai-industry-has-a-really-dark-secret-you-re-better-428b9f9,TRUE,medium,"Modelos, mercado e indústria",Industria Estrategia e Impactos,The AI Industry Has a Really Dark Secret You’re Better Off Not Knowing,Alberto Romero,Medium,"Jul, 2026","Investiga tensões econômicas e técnicas ocultadas pelo crescimento acelerado da indústria de IA. O autor discute custos, dependência de capital e a distância entre narrativas públicas e sustentabilidade dos negócios.",Agentes | RAG | Claude | Anthropic | DeepSeek,https://medium.com/p/9242a3576483,,covers/the-ai-industry-has-a-really-dark-secret-you-re-better-428b9f9-01.jpg,12,en,2026-07-14
the-ai-race-is-over-no-one-new-can-catch-up-by-rekhi-j-1365670,TRUE,medium,"Modelos, mercado e indústria",Industria Estrategia e Impactos,The AI Race Is Over. No One New Can Catch Up.,Rekhi,Medium,"Jul, 2026","Argumenta que custos, dados, infraestrutura e talentos criaram barreiras muito altas para novos concorrentes em modelos de fronteira. O texto avalia a concentração do setor e possíveis espaços de competição fora da corrida por escala.",RAG | Anthropic | Pesquisa,https://medium.com/p/7b6748ad6b72,,covers/the-ai-race-is-over-no-one-new-can-catch-up-by-rekhi-j-1365670-1.jpg,8,en,2026-07-07
the-dangerous-myth-of-conscious-ai-chatbots-medium-f875a30,TRUE,medium,LLMs e IA generativa,Modelos Limites e Impactos,The Dangerous Myth of Conscious AI Chatbots,Autoria não identificada,Medium,,"Critica a atribuição de consciência a chatbots com base em linguagem convincente. O artigo separa aparência de subjetividade, funcionamento estatístico e evidências científicas sobre experiência consciente.",Redes neurais | Transformers | LLMs | RAG | Claude,https://medium.com/p/0f8d77f2667b,,covers/the-dangerous-myth-of-conscious-ai-chatbots-medium-f875a30-01.jpg,11,en,2026-07-14
the-dark-side-of-ai-the-data-leak-problem-nobody-talks-48e59ec,TRUE,medium,"Agentes, RAG e aplicações",Engenharia e Seguranca de Apps,The Dark Side of AI: The Data Leak Problem Nobody Talks About,Hayanan,Medium,"Jun, 2026","Examina riscos de vazamento de dados quando informações sensíveis são enviadas a ferramentas de IA. O texto apresenta situações de exposição, limites de controle e práticas para reduzir problemas de privacidade e segurança.",RAG | ChatGPT | Segurança | Privacidade | Programação,https://medium.com/p/4d7be42032fb,,covers/the-dark-side-of-ai-the-data-leak-problem-nobody-talks-48e59ec-01.jpg,22,en,2026-07-14
anthropic-growth-medium-1887965,TRUE,medium,"Modelos, mercado e indústria",Industria Estrategia e Impactos,The Dark Side of Anthropic’s Growth,Ignacio de Gregorio,Medium,46159.5,"Investiga o crescimento acelerado da Anthropic e questiona se a expansão de receita poderá se converter em lucro. O texto detalha custos de computação, margens, captação de recursos e desafios econômicos do negócio de modelos de fronteira.",Anthropic | Mercado,https://medium.com/p/d3dbe341b7cd,,covers/anthropic-growth-medium-1887965-01.jpg,18,en,2026-07-15
the-death-of-consumer-ai-is-coming-by-will-lockett-jul-8205775,TRUE,medium,"Modelos, mercado e indústria",Industria Estrategia e Impactos,The Death Of Consumer AI Is Coming,Will Lockett,Medium,"Jul, 2026","Prevê uma transformação do mercado de IA voltado ao consumidor, com produtos genéricos perdendo espaço para serviços integrados e especializados. O artigo discute modelos de negócio, custos e mudanças no comportamento dos usuários.",Transformers | Atenção | LLMs | Agentes | Anthropic,https://medium.com/p/a9a5c24b8c23,,covers/the-death-of-consumer-ai-is-coming-by-will-lockett-jul-8205775-1.jpg,6,en,2026-07-14
the-hidden-architecture-behind-most-llm-apps-by-shreya-1d6d542,TRUE,medium,"Agentes, RAG e aplicações",Arquitetura de Agentes,The Hidden Architecture Behind Most LLM Apps,Shreyas Naphad,Medium,,"Descreve a arquitetura recorrente por trás de aplicações baseadas em LLMs. O texto organiza entrada, contexto, recuperação, chamadas ao modelo, ferramentas, memória e validação em um fluxo compreensível.",Vetores | Transformers | LLMs | Agentes | RAG,https://medium.com/p/4caf2694d76e,,covers/the-hidden-architecture-behind-most-llm-apps-by-shreya-1d6d542-01.jpg,10,en,2026-07-01
the-hidden-trick-that-makes-ai-apps-10x-faster-by-shre-c58d466,TRUE,medium,"Agentes, RAG e aplicações",Engenharia e Seguranca de Apps,The Hidden Trick That Makes AI Apps 10x Faster,Shreyas Naphad,Medium,,"Apresenta uma técnica de engenharia para reduzir latência em aplicações de IA sem depender apenas de modelos mais rápidos. O artigo relaciona cache, paralelismo, streaming ou organização do fluxo à experiência percebida pelo usuário.",Vetores | Redes neurais | Deep learning | Transformers | LLMs,https://medium.com/p/73e22554bac9,,covers/the-hidden-trick-that-makes-ai-apps-10x-faster-by-shre-c58d466-01.jpg,11,en,2026-07-14
the-math-that-powers-modern-ai-the-small-set-of-formul-b0b11c7,TRUE,medium,"Fundamentos, matemática e deep learning",Matematica para IA,The Math That Powers Modern AI. The Small Set of Formulas Behind Almost…,Gianpiero Andrenacci,Medium,,"Reúne um conjunto compacto de fórmulas que aparecem repetidamente na IA moderna. O texto conecta álgebra linear, probabilidade, funções de perda, otimização e atenção a exemplos de uso em modelos.",Matemática | Álgebra linear | Vetores | Deep learning | Gradiente,https://medium.com/p/9ba654bfde1c,,covers/the-math-that-powers-modern-ai-the-small-set-of-formul-b0b11c7-01.jpg,38,en,2026-07-06
the-mathematical-memory-of-ai-understanding-vector-dat-48bfcd1,TRUE,medium,Bases vetoriais e conhecimento,Vector Databases e Embeddings,The Mathematical Memory of AI: Understanding Vector Databases and Embedding Pipelines,Kuriko Iwai,Medium,,"Explica como embeddings e bases vetoriais funcionam como uma camada de memória para aplicações de IA. O artigo percorre geração de vetores, indexação, busca por similaridade e integração com pipelines de recuperação.",Vetores | LLMs | RAG | Bases vetoriais | Embeddings,https://medium.com/p/85bd5fc13004,,covers/the-mathematical-memory-of-ai-understanding-vector-dat-48bfcd1-01.jpg,29,en,2026-06-30
ai-trends-medium-7d3305f,TRUE,medium,"Modelos, mercado e indústria",Industria Estrategia e Impactos,Top 6 AI Trends That Will Define 2026,Tanmay Bansal,Artificial Intelligence in Plain English,46189.5,"Analisa seis tendências que devem orientar a IA em 2026, como modelos menores, execução local e sistemas mais controlados. O artigo enfatiza a passagem do entusiasmo com modelos para a engenharia de aplicações confiáveis e eficientes.",LLMs | Agentes | RAG | Aprendizado | Mercado,https://medium.com/p/3f54ecdd6d71,,covers/ai-trends-medium-7d3305f-1.jpg,8,en,2026-07-15
transformers-explained-why-attention-is-truly-all-you--6e2c778,TRUE,medium,Transformers e atenção,,Transformers Explained: Why Attention Is Truly All You Need,LM Po,Medium,,"Explica por que a atenção permitiu aos Transformers substituir grande parte do processamento recorrente. O texto apresenta os blocos da arquitetura e relaciona paralelismo, contexto e escala ao sucesso dos modelos atuais.",Vetores | Redes neurais | Gradiente | Transformers | Atenção,https://medium.com/p/2e3669242965,,covers/transformers-explained-why-attention-is-truly-all-you--6e2c778-01.jpg,22,en,2026-07-06
understanding-the-transformer-architecture-in-plain-en-40badba,TRUE,medium,Transformers e atenção,,Understanding the Transformer Architecture in Plain English,Md Johirul Islam,Artificial Intelligence in Plain English,,"Apresenta a arquitetura Transformer em linguagem simples, cobrindo embeddings, atenção, blocos feed-forward e saída. A leitura busca formar uma visão geral antes de aprofundar a matemática.",Vetores | Redes neurais | Transformers | Atenção | RNN,https://medium.com/p/24cd06724087,,covers/understanding-the-transformer-architecture-in-plain-en-40badba-01.jpg,13,en,2026-07-02
understanding-transformers-part-2-how-lstms-fixed-recu-fa6fd57,TRUE,medium,Transformers e atenção,,Understanding Transformers (Part 2): How LSTMs fixed Recurrent Networks (mostly),Autoria não identificada,Data Science Collective,,Explica como LSTMs enfrentaram limitações das redes recorrentes tradicionais ao controlar o fluxo de memória. O artigo prepara a transição histórica e conceitual que levou ao desenvolvimento dos Transformers.,Redes neurais | Gradiente | Transformers | Atenção | RNN,https://medium.com/p/dddb892471eb,,covers/understanding-transformers-part-2-how-lstms-fixed-recu-fa6fd57-01.jpg,22,en,2026-07-01
understanding-transformers-part-3-positional-encodings-1d64398,TRUE,medium,Transformers e atenção,,Understanding Transformers (Part 3): Positional encodings and word embeddings,Autoria não identificada,Data Science Collective,,"Mostra como embeddings representam palavras e como codificações posicionais preservam a ordem em uma arquitetura sem recorrência. O texto combina intuição, geometria vetorial e exemplos de sequência.",Redes neurais | Transformers | Atenção | RNN | LSTM,https://medium.com/p/3e3802f11a81,,covers/understanding-transformers-part-3-positional-encodings-1d64398-01.jpg,22,en,2026-07-01
understanding-transformers-part-4-attention-is-just-a--ab0a6ee,TRUE,medium,Transformers e atenção,,Understanding Transformers (Part 4): Attention is just a few matrices,Autoria não identificada,Data Science Collective,,"Demonstra que o mecanismo de atenção pode ser entendido como uma sequência de operações matriciais. O artigo detalha projeções, produtos, normalização e combinação de valores com apoio matemático.",Vetores | Transformers | Atenção | RNN | LSTM,https://medium.com/p/462505291833,,covers/understanding-transformers-part-4-attention-is-just-a--ab0a6ee-01.jpg,28,en,2026-07-01
vector-databases-the-hidden-backbone-of-modern-ai-by-h-f141253,TRUE,medium,Bases vetoriais e conhecimento,Vector Databases e Embeddings,Vector Databases: The Hidden Backbone of Modern AI,Hemanth Raju Koneti,Medium,,"Introduz bases vetoriais e explica por que elas se tornaram infraestrutura importante para aplicações modernas de IA. O texto aborda embeddings, busca semântica, RAG e diferenças em relação a bancos tradicionais.",Vetores | RAG | Bases vetoriais | Embeddings | Pesquisa,https://medium.com/p/bdef4f6277a4,,covers/vector-databases-the-hidden-backbone-of-modern-ai-by-h-f141253-01.jpg,11,en,2026-07-08
what-anthropic-didn-t-say-about-fable-5-s-return-by-ha-80b33a4,TRUE,medium,"Modelos, mercado e indústria",Lancamentos e Comparativos de Modelos,What Anthropic Didn’t Say About Fable 5’s Return,"Han HELOIR YAN, Ph.D. ☕️",Medium,"Jul, 2026","Analisa aspectos não destacados pela Anthropic no retorno do modelo Fable 5. O artigo examina desempenho, posicionamento e possíveis implicações estratégicas além do anúncio oficial.",RAG | Claude | Anthropic | Pesquisa | Segurança,https://medium.com/p/2ebd29f8f2c4,,covers/what-anthropic-didn-t-say-about-fable-5-s-return-by-ha-80b33a4-01.jpg,17,en,2026-07-14
what-is-an-llm-large-language-models-explained-2026-gu-0e69ff8,TRUE,medium,LLMs e IA generativa,Conceitos e Fundamentos,What Is an LLM: Large Language Models Explained (2026 Guide),Shreyas Naphad,Medium,"Jun, 2026","Explica o que é um grande modelo de linguagem, como ele é treinado e como gera respostas. O guia também introduz tokens, contexto, ajuste, usos e limitações para leitores não especialistas.",Redes neurais | Transformers | LLMs | Claude | ChatGPT,https://medium.com/p/d926f473df2a,,covers/what-is-an-llm-large-language-models-explained-2026-gu-0e69ff8-01.jpg,13,en,2026-06-30
you-re-not-going-to-like-what-ai-becomes-after-july-12-e1a1924,TRUE,medium,"Modelos, mercado e indústria",Industria Estrategia e Impactos,You’re not going to like what AI becomes after July 12th.,Michal Malewicz,Medium,"Jul, 2026","Comenta mudanças recentes no ecossistema de IA e sugere que produtos e formas de uso estão entrando em uma nova fase. O texto combina tendências de mercado, comportamento dos usuários e consequências para profissionais.",LLMs | IA generativa | Claude | Anthropic | Mercado,https://medium.com/p/b914e4d5edb6,,covers/you-re-not-going-to-like-what-ai-becomes-after-july-12-e1a1924-01.jpg,13,en,2026-07-14
your-brain-already-understands-ai-here-s-how-neural-ne-0176a4c,TRUE,medium,"Fundamentos, matemática e deep learning",Redes Neurais e Aprendizado,Your Brain Already Understands AI. Here’s How Neural Networks Actually Work,CodeWithYog,Medium,,"Usa analogias com o cérebro para tornar redes neurais mais intuitivas. O artigo explica entradas, conexões, pesos, ativações e aprendizagem, destacando também onde a comparação biológica deixa de ser adequada.",Redes neurais | Transformers | RNN | LSTM | ChatGPT,https://medium.com/p/57e594c2a4c1,,covers/your-brain-already-understands-ai-here-s-how-neural-ne-0176a4c-01.jpg,15,en,2026-07-04
drive-16k-llm-modelo-mental,TRUE,documento,LLMs e IA generativa,Modelos mentais e uso crítico,"A biblioteca, o chão e o relógio parado",Autoria não identificada,Acervo UFG-IA,2026-06-13,"Apresenta um modelo mental didático para compreender como os grandes modelos de linguagem produzem respostas. As metáforas da biblioteca, do chão inclinado e do relógio parado ajudam a distinguir fluência de conhecimento, orientar melhores perguntas e reconhecer limites como desatualização, confabulação e ausência de experiência direta do mundo.",LLMs | Modelos mentais | Prompts | Uso crítico | Verificação,https://drive.google.com/file/d/16k_1vcWnX7-PP6mptkHo2Df7_MYJkHQv/view,,,0,pt-BR,2026-07-16
drive-16h-rumo-ao-desconhecido-doc,FALSE,documento,Impactos sociais e econômicos,Aceleração tecnológica e futuro do trabalho,Rumo ao desconhecido,Pedro Burgos,Meio,2026-03-05,"Analisa a aceleração recente da inteligência artificial, especialmente em programação e agentes, e discute possíveis impactos sobre empresas, empregos e produtividade. O texto contrapõe previsões de transformação rápida aos dados ainda limitados sobre substituição de trabalhadores e chama atenção para a incerteza do cenário.",Aceleração da IA | Agentes | Emprego | Produtividade | Futuro do trabalho,https://docs.google.com/document/d/16hvuAszYHN0M-_ceZRwIHYq7koLXCnDCnTpFHkQeKjk/view,,,0,pt-BR,2026-07-16
drive-1qx-ai-planet-pressure,TRUE,documento,"IA, ciência e sustentabilidade",IA para desafios planetários,AI for a Planet Under Pressure,Victor Galaz e Maria Schewenius (editores),Stockholm Resilience Centre e PIK,2025-11-01,"Relatório interdisciplinar sobre o potencial e os limites da IA para enfrentar mudanças climáticas, perda de biodiversidade, riscos sistêmicos e outros desafios de sustentabilidade. Reúne aplicações em sistemas terrestres, água, oceanos, cidades e comunicação científica, destacando governança responsável, desigualdades e pressões ambientais.",Sustentabilidade | Mudanças climáticas | Biodiversidade | IA para ciência | Governança,https://drive.google.com/file/d/1_qXDE6P0d4W5ysxYWn0-R0JK_kD-bGSe/view,,,0,en,2026-07-16
drive-1gd-llion-jones-uk,TRUE,documento,"Modelos, mercado e indústria",Estratégias nacionais de IA,AI pioneer Llion Jones calls for UK to be brave in tech race,Huw Thomas,BBC News,2025-12-04,"Entrevista com Llion Jones, coautor do artigo que introduziu a arquitetura Transformer, sobre a posição do Reino Unido na corrida global de IA. Jones defende investimento em pesquisa diferenciada, em vez de competir apenas em escala com Estados Unidos e China, e critica a tendência de chatbots produzirem respostas excessivamente concordantes.",Transformers | Política tecnológica | Reino Unido | Pesquisa em IA | Llion Jones,https://drive.google.com/file/d/1g-DR1iIGogXW3TmHSDF5kJQV5zFt9Ydy/view,,,7,en,2026-07-16
drive-1mg-diretrizes-ia-ies,TRUE,documento,"Educação, políticas e governança",Diretrizes institucionais,Diretrizes para o uso de IA nas Instituições de Ensino Superior do Brasil,Grupo de Trabalho sobre IA na Educação Superior,Andifes,2025-11-18,"Propõe referenciais para integrar inteligência artificial ao ensino, à pesquisa, à extensão e à gestão universitária de forma ética, inclusiva e responsável. O documento articula marcos nacionais e internacionais, apresenta riscos e oportunidades e oferece subsídios para políticas institucionais nas universidades brasileiras.",Ensino superior | Diretrizes | Ética | Política institucional | Andifes,https://drive.google.com/file/d/1mgESZQ2wY87c-EUcAAa4jd5Ga0XQoJuP/view,,,0,pt-BR,2026-07-16
drive-1yy-economistas-nobel-emprego,TRUE,noticia,Impactos sociais e econômicos,Emprego e políticas públicas,Economistas e 15 vencedores do Nobel alertam sobre IA causar demissão em massa,Ben Casselman,Folha de S.Paulo / The New York Times,2026-07-14,"Relata um manifesto assinado por economistas, pesquisadores e laureados com o Nobel que pede ação governamental diante dos possíveis impactos da IA sobre o trabalho. O grupo reconhece ganhos potenciais de bem-estar, mas alerta que deslocamentos em larga escala podem ocorrer mais rapidamente do que em transformações tecnológicas anteriores.",Emprego | Nobel de Economia | Políticas públicas | Automação | Desigualdade,https://drive.google.com/file/d/1yyRGRsRONP-qgWctINmmSDJqGJW8trZn/view,,,0,pt-BR,2026-07-16
drive-1s7-ataque-ia-judiciario,TRUE,noticia,"Regulação, justiça e segurança",Injeção de prompt no Judiciário,Ataque de IA ao Judiciário é um alerta,Ronaldo Lemos,Folha de S.Paulo,2026-05-17,"Examina uma tentativa de manipular um sistema judicial de IA por meio de instruções ocultas em uma petição. O episódio ilustra riscos de injeção de prompt, sabotagem e dependência tecnológica no Judiciário e na advocacia, reforçando a necessidade de supervisão humana, segurança e responsabilização profissional.",Judiciário | Injeção de prompt | Segurança | Advocacia | Responsabilização,https://drive.google.com/file/d/1S7ZzlBZlkTyz4AfWfHupJFRw10R02N7x/view,,,0,pt-BR,2026-07-16
drive-1zj-ia-ensino-superior-banida,TRUE,noticia,"Educação, políticas e governança",IA no ensino superior,Ferramentas de IA na educação superior devem ser banidas?,Adolfo-Ignacio Calderón e Ana Luísa Rodrigues,Folha de S.Paulo,2026-04-19,"Discute propostas de proibição da IA generativa no ensino superior e contrapõe preocupações com fraude, superficialidade e perda de autonomia intelectual às possibilidades de inovação pedagógica. O texto defende que universidades construam respostas institucionais equilibradas, com formação docente, integridade científica e uso crítico da tecnologia.",Ensino superior | Integridade acadêmica | IA generativa | Formação docente | Regulação,https://drive.google.com/file/d/1_zJKB6VIqIdh2h5tVH_lRT5esxhWH6ZI/view,,,0,pt-BR,2026-07-16
drive-1bd-ia-poema-experiencia,TRUE,noticia,"Cultura, sociedade e comportamento",IA e experiência literária,IA pode sentir um poema como um ser humano?,Marcelo Tápia,Folha de S.Paulo,2026-03-07,"Relata testes com ChatGPT e Claude na produção e interpretação de poesia. As ferramentas demonstram capacidade analítica, reconhecimento de intertextualidades e elaboração crítica, mas também inventam referências e tendem ao elogio. O autor conclui que são instrumentos poderosos, porém não sujeitos da experiência literária.",Poesia | Crítica literária | ChatGPT | Claude | Experiência humana,https://drive.google.com/file/d/1bdpftuMgaEQ1JoM4fgCn4ZUfmCbsJdmB/view,,,0,pt-BR,2026-07-16
drive-1ye-rumo-ao-desconhecido-pdf,TRUE,noticia,Impactos sociais e econômicos,Aceleração tecnológica e futuro do trabalho,Rumo ao desconhecido,Pedro Burgos,Meio,2026-03-05,"Analisa a aceleração recente da inteligência artificial, especialmente em programação e agentes, e discute possíveis impactos sobre empresas, empregos e produtividade. O texto contrapõe previsões de transformação rápida aos dados ainda limitados sobre substituição de trabalhadores e chama atenção para a incerteza do cenário.",Aceleração da IA | Agentes | Emprego | Produtividade | Futuro do trabalho,https://drive.google.com/file/d/1Ye6rEdKVFfR5z2B1efw8ED_uweguxJxF/view,,,0,pt-BR,2026-07-16
drive-1i3-trabalhadores-expostos-ia,TRUE,noticia,Impactos sociais e econômicos,Exposição ocupacional à IA,Quase um terço dos trabalhadores do país tem emprego exposto à IA,Anaïs Fernandes,Valor Econômico,2026-01-02,"Apresenta estudo do FGV Ibre segundo o qual cerca de 30% dos trabalhadores brasileiros estão expostos à IA generativa em suas atividades. A exposição é maior entre mulheres, jovens, pessoas escolarizadas e trabalhadores de serviços, podendo representar tanto complementação das tarefas quanto risco de substituição.",Mercado de trabalho | Brasil | FGV Ibre | Automação | Exposição ocupacional,https://drive.google.com/file/d/1i337Y9Zf8mo5hD2-HEIa6Z9NipoiqQNt/view,,,0,pt-BR,2026-07-16
drive-1vb-robotaxis-apagao,TRUE,noticia,"Autonomia, mobilidade e segurança",Veículos autônomos em emergências,Robotáxis travam San Francisco durante apagão e acendem alerta,Soumya Karlamangla,Folha de S.Paulo / The New York Times,2025-12-25,"Descreve como táxis autônomos da Waymo bloquearam cruzamentos durante um apagão em San Francisco. O incidente levou autoridades a investigar a capacidade desses sistemas de operar em crises e levantou preocupações sobre evacuações, serviços de emergência e coordenação entre infraestrutura urbana e veículos autônomos.",Veículos autônomos | Waymo | Segurança | Infraestrutura urbana | Emergências,https://drive.google.com/file/d/1vb_-73RnmZfmADF4Ql1yQV7R-5k3KL2j/view,,,0,pt-BR,2026-07-16
drive-1ac-casamento-persona-chatgpt,TRUE,noticia,"Cultura, sociedade e comportamento",Relações humano-IA,Quem é a mulher japonesa que se casou com persona criada no ChatGPT,Kim Kyung-Hoon e Satoshi Sugiyama,Folha de S.Paulo / Reuters,2025-12-18,"Conta a história de uma japonesa que realizou uma cerimônia simbólica de casamento com uma persona criada no ChatGPT. O caso mostra como sistemas generativos estão aprofundando vínculos afetivos com personagens virtuais e suscita debates sobre intimidade, dependência emocional, ética e reconhecimento social dessas relações.",Companheiros de IA | ChatGPT | Relações afetivas | Ética | Japão,https://drive.google.com/file/d/1aCYyE19buwNmIJLd8VqEcy5daciJfVEZ/view,,,0,pt-BR,2026-07-16
drive-1bq-universidade-vai-acabar,TRUE,noticia,"Educação, políticas e governança",Futuro da universidade,A universidade como a conhecemos vai acabar (e isso é uma boa notícia),Luiz Cláudio Costa,Folha de S.Paulo,2025-11-23,"Defende que o modelo universitário baseado em aulas expositivas, semestres fixos e provas de memorização será substituído por percursos adaptativos, experiências presenciais e validação contínua de competências. A IA aparece como infraestrutura pedagógica para tutoria, simulações e identificação de lacunas de aprendizagem.",Universidade | Ensino adaptativo | Avaliação | Assistentes de IA | Futuro da educação,https://drive.google.com/file/d/1BQkBC8sPVPciHvd9alm2pw7HvtnKgW7E/view,,,0,pt-BR,2026-07-16
drive-1ga-knowledge-preservation,TRUE,paper,IA e produção científica,Preservação do conhecimento,Knowledge preservation in the era of big science and AI: strategies for sustainable scientific research,Penn F. Rainford et al.,Nature Communications,2026-04-10,"Discute a perda de conhecimento científico causada por resultados negativos não publicados, documentação insuficiente e rotatividade de pesquisadores. Propõe canais moderados de compartilhamento, padrões comunitários, infraestrutura digital sustentável e ferramentas de IA que reduzam o esforço de preservar métodos, dados e conhecimento tácito.",Ciência aberta | Reprodutibilidade | Conhecimento tácito | Infraestrutura científica | IA,https://drive.google.com/file/d/1GAH3UOAdRVHloWmW9hPqkGVvjhS5chu2/view,,,12,en,2026-07-16
drive-1uw-ml-deep-learning,TRUE,paper,"Fundamentos, matemática e deep learning",Fundamentos de machine learning,Machine learning and deep learning,"Christian Janiesch, Patrick Zschech e Kai Heinrich",Electronic Markets,2021-04-08,"Apresenta os fundamentos de machine learning e deep learning, distinguindo conceitos, etapas de construção automática de modelos e o papel das redes neurais profundas. Também discute desafios de implementação em sistemas inteligentes, como viés, deriva de dados, explicabilidade, interação humano-máquina e uso de modelos como serviço.",Machine learning | Deep learning | Redes neurais | Modelagem analítica | Explicabilidade,https://drive.google.com/file/d/1UwvXq4ODyU_auofJSAFHfAb-cfPrgSdN/view,,,11,en,2026-07-16
drive-1qu-geoai-review,TRUE,paper,GeoAI e observação da Terra,Revisão de GeoAI,When Machine Learning Meets Geospatial Data: A Comprehensive GeoAI Review,"Anasse Boutayeb, Iyad Lahsen-Cherif e Ahmed El Khadimi",IEEE JSTARS,2025-05-09,"Revisa a integração entre machine learning e dados geoespaciais, cobrindo aplicações em agricultura de precisão, monitoramento ambiental, gestão de desastres e planejamento urbano. O artigo organiza conceitos, tendências, desafios e perspectivas de GeoAI, incluindo GIS, big geodata e métodos para explorar dados espaciais complexos.",GeoAI | Dados geoespaciais | Machine learning | Sensoriamento remoto | GIS,https://drive.google.com/file/d/1qU08NZXY1Scn9nVp2A2Qka_LRmtvn3Hv/view,,,0,en,2026-07-16
drive-1s3-fifth-era-science,TRUE,paper,IA e produção científica,Inteligência científica artificial,The fifth era of science: Artificial scientific intelligence,Nina Miolane,PLOS Biology,2025-06-10,"Propõe que a ciência entrou em uma quinta era, na qual sistemas de IA não apenas analisam dados, mas geram hipóteses e conduzem partes da descoberta científica. O texto avalia áreas favoráveis à automação e explica por que dados escassos, especializados ou sensíveis ainda exigem direção, validação e criatividade humanas.",IA científica | Descoberta automatizada | Quinto paradigma | Ciência de dados | Papel do pesquisador,https://drive.google.com/file/d/1S3Gdwf7eqKNIewrl_jM25Q7tp6nisN0G/view,,,4,en,2026-07-16
drive-152-ml-foundation-models-mapbiomas,TRUE,apresentacao,GeoAI e observação da Terra,Modelos fundacionais e aplicações operacionais,"ML Predictions, Foundation Models & Embeddings: Potential & Operational Applications",LAPIG/UFG e MapBiomas,LAPIG/UFG,2026-07-16,"Apresenta aplicações operacionais de predições de machine learning, modelos fundacionais e embeddings em dados de observação da Terra. A exposição relaciona grandes volumes de dados espaço-temporais, fluxos de modelagem e usos potenciais no contexto do MapBiomas.",MapBiomas | Modelos fundacionais | Embeddings | Observação da Terra | Machine learning,https://docs.google.com/presentation/d/152yVkyDZCakA-GIKL3AK-_c7Gp7bH0UQpVJbrwl7pU4/preview,,,0,en,2026-07-16
drive-1tt-pi-minimalist-agent,TRUE,apresentacao,"Agentes, RAG e aplicações",Agentes de programação,Pi: A minimalist coding agent,LAPIG/UFG,LAPIG/UFG,2026-07-16,"Introduz o Pi como um agente minimalista de programação e discute o que diferencia um agente de um simples assistente de código. A apresentação aborda princípios de funcionamento, interação com ferramentas e possibilidades de uso em fluxos de desenvolvimento.",Agentes de código | Pi | Programação | Ferramentas | Automação,https://docs.google.com/presentation/d/1tTtz0F0MzV8eb8jKI9uykqpCFsnXAAl54LycMHzLN_o/preview,,,0,en,2026-07-16
